Unnamed: 0,Year,Movie,Video_ID,Views,Likes,Comments,IMDb_Rating,numVotes,key,Gross,clean_title
204,2023.0,Vacaciones de verano,3hc7SSco7X8,66502.0,350.0,23.0,5.0,803.0,vacaciones de verano,8209854.0,vacaciones de verano
205,2023.0,On the Wandering Paths,nPLOSNIKEc0,51783.0,68.0,5.0,6.6,1480.0,on the wandering paths,8186678.0,on the wandering paths
206,2023.0,On the Wandering Paths,nPLOSNIKEc0,51783.0,68.0,5.0,,,on the wandering paths,8186678.0,on the wandering paths
207,2023.0,Weekend Rebels,dG9jG2YaL4Y,4634.0,26.0,0.0,7.1,1656.0,weekend rebels,8184539.0,weekend rebels
208,2024.0,Dune: Part Two,Way9Dexny3w,29938141.0,432907.0,19703.0,8.5,624671.0,dune part two,705258731.0,dune part two
209,2024.0,Godzilla x Kong: The New Empire,lV1OOlGwExM,37090871.0,812326.0,54985.0,6.0,121564.0,godzilla x kong the new empire,524307009.0,godzilla x kong the new empire
210,2024.0,Kung Fu Panda 4,_inKs4eeHiI,36415809.0,666348.0,0.0,6.3,68113.0,kung fu panda 4,505432930.0,kung fu panda 4
211,2024.0,Ghostbusters: Frozen Empire,HpOBXh02rVc,5616918.0,93337.0,7407.0,6.1,93475.0,ghostbusters frozen empire,189004612.0,ghostbusters frozen empire
212,2024.0,Bob Marley: One Love,ajw425Kuvtw,11963438.0,102313.0,4223.0,6.2,34567.0,bob marley one love,177193170.0,bob marley one love
213,2024.0,The Beekeeper,SzINZZ6iqxY,18887438.0,88420.0,6967.0,6.3,156575.0,the beekeeper,152720535.0,the beekeeper
214,2024.0,Mean Girls,fFtdbEgnUOk,13862422.0,80234.0,9529.0,5.5,37016.0,mean girls,104404248.0,mean girls
215,2024.0,Madame Web,s_76M4c4LTo,30877409.0,162454.0,31325.0,4.0,100803.0,madame web,100298817.0,madame web
216,2024.0,Argylle,7mgu9mNZ8Hk,30365083.0,89410.0,6222.0,5.6,92537.0,argylle,96173090.0,argylle
217,2024.0,Exhuma,H2O193v3jkM,932136.0,6462.0,464.0,6.9,23378.0,exhuma,95167876.0,exhuma
218,2024.0,Civil War,U7_0-Su-pus,926514.0,5142.0,1218.0,7.0,236994.0,civil war,93111036.0,civil war
219,2024.0,Civil War,U7_0-Su-pus,926514.0,5142.0,1218.0,,,civil war,93111036.0,civil war
220,2024.0,Haikyuu!! The Dumpster Battle,H51vnZt1ctU,432423.0,6599.0,174.0,,,haikyuu the dumpster battle,64186637.0,haikyuu the dumpster battle
221,2024.0,Detective Conan: The Million-Dollar Pentagram,53bmmVls3Fg,147040.0,1539.0,121.0,6.7,1477.0,detective conan the milliondollar pentagram,54704723.0,detective conan the milliondollar pentagram
222,2024.0,Night Swim,pcSNqteCEtE,14982586.0,40873.0,2999.0,4.7,27314.0,night swim,54075969.0,night swim
223,2024.0,The First Omen,lmN1Op8ygno,9966409.0,33124.0,2792.0,6.5,64174.0,the first omen,50581732.0,the first omen
224,2024.0,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,SXcCdQdcBtw,1475809.0,16540.0,802.0,7.1,8517.0,demon slayer kimetsu no yaiba  to the hashira training,44350181.0,demon slayer kimetsu no yaiba  to the hashira training
225,2024.0,Imaginary,8XoNfrgrAGM,16334128.0,96286.0,3884.0,4.7,17248.0,imaginary,39123048.0,imaginary
